,winery,wine,location,rating,price
741,Gini,Col Foscarin Recioto di Soave Classico 2010,"Italy
·
Recioto di Soave Classico",4.0,View shops
742,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2017,"France
·
Sauternes",4.0,View shops
743,Alfred Merkelbach - Geschw Albertz-Erben,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.0,View shops
744,Château Guiraud,Sauternes (Premier Grand Cru Classé) 1981,"France
·
Sauternes",4.0,View shops
745,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2016,"France
·
Sauternes",4.0,View shops
746,Fèlsina,Vin Santo del Chianti Classico 2000,"Italy
·
Vin Santo del Chianti Classico",4.0,View shops
747,Château Sigalas Rabaud,Sauternes (Premier Grand Cru Classé) 2013,"France
·
Sauternes",4.0,View shops
748,Selbach-Oster,Zeltinger Schlossberg Riesling Spätlese Trocken 2015,"Germany
·
Mosel",4.0,View shops
749,Librandi,Le Passule Passito Bianco 2009,"Italy
·
Val di Neto",4.0,View shops
750,Ferrari Carano,Eldorado Gold 2013,"United States
·
Sonoma County",4.0,View shops
751,Dutschke,The Muscat N.V.,"Australia
·
South Australia",4.0,View shops
752,Jos. Christoffel Jr.,Ürziger Würzgarten Riesling Auslese 2011,"Germany
·
Mosel",4.0,View shops
753,Château de Malle,Sauternes (Grand Cru Classé) 2011,"France
·
Sauternes",4.0,View shops
754,Kracher,Muskat Ottonel Auslese 2011,"Austria
·
Burgenland",4.0,View shops
755,Selbach-Oster,Zeltinger Sonnenuhr Riesling Spätlese 2015,"Germany
·
Mosel",4.0,View shops
756,Wwe. Dr. H. Thanisch - Erben Thanisch,Bernkasteler Badstube Riesling Spätlese 2015,"Germany
·
Mosel",4.0,View shops
757,Selbach-Oster,Zeltinger Sonnenuhr Riesling Spätlese Trocken 2015,"Germany
·
Mosel",4.0,View shops
758,Trimbach,Pinot Gris Alsace Vendanges Tardives 2008,"France
·
Alsace",4.0,View shops
759,Domaine Huet,Vouvray Clos du Bourg Moelleux 2003,"France
·
Vouvray",4.0,View shops
760,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2017,"France
·
Barsac",4.0,View shops
761,Schloss Lieser,Juffer Sonnenuhr Riesling Spätlese 2014,"Germany
·
Mosel",4.0,View shops
762,Château de Malle,Sauternes (Grand Cru Classé) 2016,"France
·
Sauternes",4.0,View shops
763,Dobogó,Mylitta 2007,"Hungary
·
Tokaj",4.0,View shops
764,Quady,Essensia Orange Muscat N.V.,"United States
·
Madera",3.9,View shops
765,Cantine Pellegrino,Passito Pantelleria Liquoroso 2017,"Italy
·
Passito di Pantelleria",3.9,View shops
766,Selbach-Oster,Zeltinger Sonnenuhr Riesling Spätlese N.V.,"Germany
·
Mosel",3.9,View shops
767,Château Guiraud,Petit Guiraud Sauternes 2010,"France
·
Sauternes",3.9,View shops
768,Château Rieussec,Carmes de Rieussec Sauternes 2014,"France
·
Sauternes",3.9,View shops
769,Tobin James Cellars,Zinfandel Late Harvest Liquid Love N.V.,"United States
·
Paso Robles",3.9,View shops
770,Selbach-Oster,Zeltinger Schlossberg Riesling Auslese N.V.,"Germany
·
Mosel",3.9,View shops
771,Château Grillon,Sauternes 2015,"France
·
Sauternes",3.9,View shops
772,Domaine Huet,Vouvray Le Haut-Lieu Moelleux 2015,"France
·
Vouvray",3.9,View shops
773,d'Arenberg,The Noble Wrinkled Riesling 2016,"Australia
·
McLaren Vale",3.9,View shops
774,Clos de la Roilette,Cuvée Tardive Fleurie 2018,"France
·
Fleurie",3.9,View shops
775,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2013,"France
·
Sauternes",3.9,View shops
776,Château Raymond-Lafon,Sauternes 2008,"France
·
Sauternes",3.9,View shops
777,Château Lamothe Guignard,Sauternes (Grand Cru Classé) 2011,"France
·
Sauternes",3.9,View shops
778,Cascina Chicco,Arcass N.V.,"Italy
·
Roero",3.9,View shops
779,Château Villefranche,Sauternes 2013,"France
·
Sauternes",3.9,View shops
780,Château de Myrat,Sauternes (Grand Cru Classé) 2003,"France
·
Sauternes",3.9,View shops
781,Château Lamothe Guignard,Sauternes (Grand Cru Classé) 2003,"France
·
Sauternes",3.9,View shops
782,Schloss Lieser,Niederberg Helden Riesling Spätlese 2014,"Germany
·
Mosel",3.9,View shops
783,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 1997,"France
·
Sauternes",3.9,View shops
784,Domaine Huet,Vouvray Le Haut-Lieu Moelleux 2016,"France
·
Vouvray",3.9,View shops
785,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2016,"France
·
Sauternes",3.9,View shops
786,Château Soucherie,Clos des Perrières Savennières 2015,"France
·
Savennières",3.9,View shops
787,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2012,"France
·
Sauternes",3.9,View shops
788,Château Raymond-Lafon,Sauternes 1999,"France
·
Sauternes",3.9,View shops
789,A. J. Adam,Hofberg Spätlese Riesling 2013,"Germany
·
Dhron",3.9,View shops
790,Inniskillin,Vidal Icewine 2002,"Canada
·
Niagara Peninsula",3.9,View shops
791,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2008,"France
·
Sauternes",3.9,View shops
792,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 2012,"France
·
Sauternes",3.9,View shops
793,Husch Vineyards,Gewürztraminer Late Harvest 2014,"United States
·
Anderson Valley",3.9,View shops
794,Domaine Jacques Puffeney,Arbois Vin Jaune 2009,"France
·
Arbois",3.9,View shops
795,Lucas & André Rieffel,Vendanges Tardives Riesling Alsace Grand Cru 'Wiebelsberg' 2011,"France
·
Alsace Grand Cru 'Wiebelsberg'",3.9,View shops
796,Duckhorn,Late Harvest Sauvignon Blanc 2012,"United States
·
Knights Valley",3.9,View shops
797,Château de Myrat,Sauternes (Grand Cru Classé) 2015,"France
·
Sauternes",3.9,View shops
798,Coltibuono,Vin Santo Del Chianti Classico 2011,"Italy
·
Vin Santo del Chianti Classico",3.9,View shops
799,Château Rieussec,Château de Cosse Sauternes 2014,"France
·
Sauternes",3.9,View shops
800,Château Rieussec,Carmes de Rieussec Sauternes 2017,"France
·
Sauternes",3.9,View shops
801,Château Filhot,Sauternes (Grand Cru Classé) 2014,"France
·
Sauternes",3.9,View shops
802,Château la Rame,Les Coteaux de la Rame Sainte-Croix-du-Mont 2015,"France
·
Saint-Croix-du-Mont",3.9,View shops
803,Château Liot,Sauternes 1997,"France
·
Sauternes",3.9,View shops
804,Feudi di San Gregorio,Privilegio 2016,"Italy
·
Irpinia",3.9,View shops
805,Tommasi,Monte Croce Passito Bianco 2015,"Italy
·
Recioto di Soave",3.9,View shops
806,A. J. Adam,Hofberg Spätlese Riesling 2011,"Germany
·
Dhron",3.9,View shops
807,Château Piada,Sauternes 2015,"France
·
Sauternes",3.9,View shops
808,Mönchhof,Mosel Slate Riesling Spätlese 2015,"Germany
·
Mosel",3.9,View shops
809,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2018,"France
·
Sauternes",3.9,View shops
810,Château Rieussec,Carmes de Rieussec Sauternes 2008,"France
·
Sauternes",3.8,View shops
811,Wagner Vineyards,Riesling Ice N.V.,"United States
·
Finger Lakes",3.8,View shops
812,Dutschke,Sun-Dried Shiraz N.V.,"Australia
·
South Australia",3.8,View shops
813,Clos de la Roilette,Cuvée Tardive Fleurie 2015,"France
·
Fleurie",3.8,View shops
814,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2013,"France
·
Sauternes",3.8,View shops
815,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2012,"France
·
Sauternes",3.8,View shops
816,Castellare,Vin Santo del Chianti Classico S. Niccolò 2011,"Italy
·
Vin Santo del Chianti Classico",3.8,View shops
817,Château Guiraud,Petit Guiraud Sauternes 2005,"France
·
Sauternes",3.8,View shops
818,Geografico,Vin Santo del Chianti 2010,"Italy
·
Vin Santo del Chianti",3.8,View shops
819,Clos Lapeyre,La Magendia 2016,"France
·
Jurançon",3.8,View shops
820,Philippe Foreau,Vouvray Moelleux 2010,"France
·
Vouvray",3.8,View shops
821,Château Simon,Barsac 2015,"France
·
Barsac",3.8,View shops
822,Dr. H. Thanisch,Berncasteler Doctor Riesling Spätlese 2015,"Germany
·
Mosel",3.8,View shops
823,Selbach-Oster,Zeltinger Sonnenuhr Riesling Spätlese 2016,"Germany
·
Mosel",3.8,View shops
824,Alfred Merkelbach - Geschw Albertz-Erben,Ürziger Würzgarten Riesling Spätlese 2015,"Germany
·
Mosel",3.8,View shops
825,Château Filhot,Sauternes (Grand Cru Classé) 1976,"France
·
Sauternes",3.8,View shops
826,G. Battista Columbu,Alvaréga Malvasia di Bosa 2014,"Italy
·
Malvasia di Bosa",3.8,View shops
827,Ravines,Vignoles Late Harvest 2013,"United States
·
Finger Lakes",3.8,View shops
828,Château Piada,Sauternes 2006,"France
·
Sauternes",3.7,View shops
829,Château Rieussec,Carmes de Rieussec Sauternes 2016,"France
·
Sauternes",3.7,View shops
830,Château Haut-Bergeron,Sauternes 2011,"France
·
Sauternes",3.7,View shops
831,Contini,Vernaccia di Oristano 2006,"Italy
·
Vernaccia di Oristano",3.7,View shops
832,Barton & Guestier,Sauternes 2016,"France
·
Sauternes",3.7,View shops
833,Jos. Christoffel Jr.,Ürziger Würzgarten Riesling Auslese 2012,"Germany
·
Mosel",3.7,View shops
834,Clos Lapeyre,Vitatge Vielh Sec 2014,"France
·
Jurançon",3.7,View shops
835,Château Grillon,Sauternes 2013,"France
·
Sauternes",3.7,View shops
836,Quady,Starboard (Vintage Port) 2006,"United States
·
Amador County",3.7,View shops
837,Schloss Lieser,SL Riesling Spätlese Trocken 2013,"Germany
·
Mosel",3.7,View shops
838,Contratto,Americano Rosso N.V.,"Italy
·
Piemonte",3.6,View shops
839,Schloss Lieser,SL Riesling Spätlese Trocken 2012,"Germany
·
Mosel",3.6,View shops
840,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2013,"France
·
Sauternes",3.6,View shops
841,Undurraga,Late Harvest Reserva Sémillon 2014,"Chile
·
Maipo Valley",3.6,View shops
842,Château Bastor-Lamontagne,Sauternes 2014,"France
·
Sauternes",3.6,View shops
843,Château de Myrat,Sauternes (Grand Cru Classé) 2013,"France
·
Sauternes",3.5,View shops
844,Dr. H. Thanisch,Bernkasteler Graben Riesling Spätlese 2012,"Germany
·
Mosel",3.5,View shops
